,Athlete,Country,Medal,Olympic,Sport
3772,"PELLINEN, Onni","['FIN', 'FIN']","[['Silver', 'Bronze'], [1, 2]]","[['Los Angeles', 'Paris', 'Amsterdam'], [1932, 1924, 1928]]","['Wrestling', 'Wrestling']"
3773,"GALITZEN, Michael Riley","['USA', 'USA', 'USA']","[['Silver', 'Gold', 'Bronze'], [2, 1, 1]]","[['Amsterdam', 'Los Angeles', 'Los Angeles', 'Amsterdam'], [1928, 1932, 1932, 1928]]","['Aquatics', 'Aquatics', 'Aquatics']"
3774,"SIMAIKA, Farid","['EGY', 'EGY']","[['Silver', 'Bronze'], [1, 1]]","[['Amsterdam', 'Amsterdam'], [1928, 1928]]","['Aquatics', 'Aquatics']"
3775,"SJÖQVIST, Laura",['SWE'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3776,"COLEMAN, Georgia V.","['USA', 'USA', 'USA']","[['Silver', 'Gold', 'Bronze'], [2, 1, 1]]","[['Amsterdam', 'Los Angeles', 'Los Angeles', 'Amsterdam'], [1928, 1932, 1932, 1928]]","['Aquatics', 'Aquatics', 'Aquatics']"
3777,"MEANY, Helen",['USA'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3778,"POYNTON-HILL, Dorothy","['USA', 'USA', 'USA']","[['Silver', 'Gold', 'Bronze'], [1, 2, 1]]","[['Amsterdam', 'Los Angeles', 'Berlin', 'Berlin'], [1928, 1932, 1936, 1936]]","['Aquatics', 'Aquatics', 'Aquatics']"
3779,"KOJAC, George Harold",['USA'],"[['Gold'], [2]]","[['Amsterdam'], [1928]]",['Aquatics']
3780,"LAUFER, Walter","['USA', 'USA']","[['Silver', 'Gold'], [1, 1]]","[['Amsterdam', 'Amsterdam'], [1928, 1928]]","['Aquatics', 'Aquatics']"
3781,"COOPER, Margaret Joyce","['GBR', 'GBR']","[['Silver', 'Bronze'], [1, 3]]","[['Amsterdam', 'Amsterdam', 'Los Angeles'], [1928, 1928, 1932]]","['Aquatics', 'Aquatics']"
3782,"BRAUN, Maria Johanna","['NED', 'NED']","[['Silver', 'Gold'], [1, 1]]","[['Amsterdam', 'Amsterdam'], [1928, 1928]]","['Aquatics', 'Aquatics']"
3783,"KING, Ellen Elizabeth",['GBR'],"[['Silver'], [2]]","[['Amsterdam'], [1928]]",['Aquatics']
3784,"TAKAISHI, Katsuo","['JPN', 'JPN']","[['Silver', 'Bronze'], [1, 1]]","[['Amsterdam', 'Amsterdam'], [1928, 1928]]","['Aquatics', 'Aquatics']"
3785,"BARANY, Istvan","['HUN', 'HUN']","[['Silver', 'Bronze'], [1, 1]]","[['Amsterdam', 'Los Angeles'], [1928, 1932]]","['Aquatics', 'Aquatics']"
3786,"OSIPOWICH, Albina Lucy",['USA'],"[['Gold'], [2]]","[['Amsterdam'], [1928]]",['Aquatics']
3787,"SAVILLE, Eleanor","['USA', 'USA', 'USA']","[['Silver', 'Gold', 'Bronze'], [1, 2, 1]]","[['Amsterdam', 'Amsterdam', 'Los Angeles', 'Los Angeles'], [1928, 1928, 1932, 1932]]","['Aquatics', 'Aquatics', 'Aquatics']"
3788,"CRABBE, Clarence","['USA', 'USA']","[['Gold', 'Bronze'], [1, 1]]","[['Los Angeles', 'Amsterdam'], [1932, 1928]]","['Aquatics', 'Aquatics']"
3789,"YLDEFONSO, Teofilo",['PHI'],"[['Bronze'], [2]]","[['Amsterdam', 'Los Angeles'], [1928, 1932]]",['Aquatics']
3790,"TSURUTA, Yoshiyuki",['JPN'],"[['Gold'], [2]]","[['Amsterdam', 'Los Angeles'], [1928, 1932]]",['Aquatics']
3791,"RADEMACHER, Erich","['GER', 'GER']","[['Silver', 'Gold'], [2, 1]]","[['Amsterdam', 'Los Angeles', 'Amsterdam'], [1928, 1932, 1928]]","['Aquatics', 'Aquatics']"
3792,"MÜHE, Charlotte",['GER'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3793,"SCHRADER, Hilde",['GER'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3794,"BARON, Mietje",['NED'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3795,"ZORRILLA, Victoriano",['ARG'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3796,"MCKIM, Josephine E.","['USA', 'USA']","[['Gold', 'Bronze'], [1, 1]]","[['Los Angeles', 'Amsterdam'], [1932, 1928]]","['Aquatics', 'Aquatics']"
3797,"REDFORD, Marie E.",['RSA'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3798,"RENNIE, Rhoda",['RSA'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3799,"RUSSELL, Kathleen",['RSA'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3800,"VAN DER GOES, Frederica Johanna",['RSA'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3801,"LAMBERT, Adelaide T.",['USA'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3802,"STEWART, Sarah Gillow Marshal",['GBR'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3803,"TANNER, Vera",['GBR'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3804,"AULT, Garnet Walter",['CAN'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3805,"BOURNE, Frederick Munroe",['CAN'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3806,"SPENCE, Walter",['CAN'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3807,"THOMPSON, James",['CAN'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3808,"CLAPP, Austin Rhone","['USA', 'USA']","[['Gold', 'Bronze'], [1, 1]]","[['Amsterdam', 'Los Angeles'], [1928, 1932]]","['Aquatics', 'Aquatics']"
3809,"ARAI, Nobuo",['JPN'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3810,"SADA, Tokuhei",['JPN'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3811,"YONEYAMA, Hiroshi",['JPN'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3812,"BULTEEL, Emile J.",['FRA'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3813,"CUVELIER, Henri G.",['FRA'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3814,"KEIGNAERT, Jules",['FRA'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3815,"ROGER, Ernest",['FRA'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3816,"THÉVENON, Albert",['FRA'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3817,"TRIBOUILLET, Achille C. M.",['FRA'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3818,"VAN DE PLANCKE, Albert D.",['FRA'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3819,"AMANN, Max",['GER'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3820,"BÄHRE, Karl",['GER'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3821,"BENECKE, Emil","['GER', 'GER']","[['Silver', 'Gold'], [1, 1]]","[['Los Angeles', 'Amsterdam'], [1932, 1928]]","['Aquatics', 'Aquatics']"
3822,"BLANK, Johann",['GER'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3823,"CORDES, Otto","['GER', 'GER']","[['Silver', 'Gold'], [1, 1]]","[['Los Angeles', 'Amsterdam'], [1932, 1928]]","['Aquatics', 'Aquatics']"
3824,"GUNST, Fritz","['GER', 'GER']","[['Silver', 'Gold'], [2, 1]]","[['Los Angeles', 'Berlin', 'Amsterdam'], [1932, 1936, 1928]]","['Aquatics', 'Aquatics']"
3825,"RADEMACHER, Joachim","['GER', 'GER']","[['Silver', 'Gold'], [1, 1]]","[['Los Angeles', 'Amsterdam'], [1932, 1928]]","['Aquatics', 'Aquatics']"
3826,"BARTA, István","['HUN', 'HUN']","[['Silver', 'Gold'], [1, 1]]","[['Amsterdam', 'Los Angeles'], [1928, 1932]]","['Aquatics', 'Aquatics']"
3827,"HALASSY, Oliver","['HUN', 'HUN']","[['Silver', 'Gold'], [1, 2]]","[['Amsterdam', 'Los Angeles', 'Berlin'], [1928, 1932, 1936]]","['Aquatics', 'Aquatics']"
3828,"HOMONNAI, Márton",['HUN'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3829,"IVÁDY, Sándor","['HUN', 'HUN']","[['Silver', 'Gold'], [1, 1]]","[['Amsterdam', 'Los Angeles'], [1928, 1932]]","['Aquatics', 'Aquatics']"
3830,"KESERU, Alajos","['HUN', 'HUN']","[['Silver', 'Gold'], [1, 1]]","[['Amsterdam', 'Los Angeles'], [1928, 1932]]","['Aquatics', 'Aquatics']"
3831,"KESERU, Ferenc","['HUN', 'HUN']","[['Silver', 'Gold'], [1, 1]]","[['Amsterdam', 'Los Angeles'], [1928, 1932]]","['Aquatics', 'Aquatics']"
3832,"VRABELY, Jozsef",['HUN'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Aquatics']
3833,"LAMMERS, Georg","['GER', 'GER']","[['Silver', 'Bronze'], [1, 1]]","[['Amsterdam', 'Amsterdam'], [1928, 1928]]","['Athletics', 'Athletics']"
3834,"WILLIAMS, Percy",['CAN'],"[['Gold'], [2]]","[['Amsterdam'], [1928]]",['Athletics']
3835,"LONDON, John Edward","['GBR', 'GBR']","[['Silver', 'Bronze'], [1, 1]]","[['Amsterdam', 'Amsterdam'], [1928, 1928]]","['Athletics', 'Athletics']"
3836,"SMITH, Ethel M.","['CAN', 'CAN']","[['Gold', 'Bronze'], [1, 1]]","[['Amsterdam', 'Amsterdam'], [1928, 1928]]","['Athletics', 'Athletics']"
3837,"ROBINSON, Elizabeth","['USA', 'USA']","[['Silver', 'Gold'], [1, 2]]","[['Amsterdam', 'Amsterdam', 'Berlin'], [1928, 1928, 1936]]","['Athletics', 'Athletics']"
3838,"ROSENFELD, Fanny","['CAN', 'CAN']","[['Silver', 'Gold'], [1, 1]]","[['Amsterdam', 'Amsterdam'], [1928, 1928]]","['Athletics', 'Athletics']"
3839,"COLLIER, John",['USA'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3840,"ANDERSON, Stephen",['USA'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3841,"PURJE, Eino Alfred",['FIN'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3842,"LARVA, Harri Edvin",['FIN'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3843,"LADOUMEGUE, Jules",['FRA'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3844,"KÖRNIG, Helmuth","['GER', 'GER']","[['Silver', 'Bronze'], [2, 1]]","[['Amsterdam', 'Los Angeles', 'Amsterdam'], [1928, 1932, 1928]]","['Athletics', 'Athletics']"
3845,"ANDERSEN, Ove",['FIN'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3846,"LOUKOLA, Toivo Aarne",['FIN'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3847,"BÜCHNER, Joachim",['GER'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3848,"BARBUTI, Raymond James",['USA'],"[['Gold'], [2]]","[['Amsterdam'], [1928]]",['Athletics']
3849,"BALL, James A.","['CAN', 'CAN']","[['Silver', 'Bronze'], [1, 2]]","[['Amsterdam', 'Amsterdam', 'Los Angeles'], [1928, 1928, 1932]]","['Athletics', 'Athletics']"
3850,"BURGHLEY, David George","['GBR', 'GBR']","[['Silver', 'Gold'], [1, 1]]","[['Los Angeles', 'Amsterdam'], [1932, 1928]]","['Athletics', 'Athletics']"
3851,"CUHEL, Frank Josef",['USA'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3852,"GILL, Cyril William",['GBR'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3853,"SMOUHA, Edward Ralph",['GBR'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3854,"BORAH, Charles Edward",['USA'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3855,"QUINN, James F.",['USA'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3856,"RUSSELL, Henry Argue",['USA'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3857,"WYKOFF, Frank Clifford",['USA'],"[['Gold'], [3]]","[['Amsterdam', 'Los Angeles', 'Berlin'], [1928, 1932, 1936]]",['Athletics']
3858,"CORTS, Richard",['GER'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3859,"HOUBEN, Hubert",['GER'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3860,"HOLDMANN, Anny",['GER'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3861,"JUNKER, Helene",['GER'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3862,"KELLNER, Rose",['GER'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3863,"SCHMIDT, Helene ""Leni""",['GER'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3864,"COOK, Myrtle Alice",['CAN'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3865,"THOMPSON, Jean",['CAN'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3866,"CROSS, Jessica West",['USA'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3867,"MCNEIL, Loretta T.",['USA'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3868,"WASHBURN, Mary T.",['USA'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3869,"EDWARDS, Philip",['CAN'],"[['Bronze'], [5]]","[['Amsterdam', 'Los Angeles', 'Berlin'], [1928, 1932, 1936]]",['Athletics']
3870,"GLOVER, Stanley",['CAN'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3871,"WILSON, Alexander S.","['CAN', 'CAN']","[['Silver', 'Bronze'], [1, 3]]","[['Los Angeles', 'Amsterdam', 'Los Angeles'], [1932, 1928, 1932]]","['Athletics', 'Athletics']"
3872,"ALDERMAN, Frederick Pitt",['USA'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3873,"BAIRD, George Hetzel",['USA'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3874,"SPENCER, Emerson Lane",['USA'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3875,"ENGELHARD, Hermann","['GER', 'GER']","[['Silver', 'Bronze'], [1, 1]]","[['Amsterdam', 'Amsterdam'], [1928, 1928]]","['Athletics', 'Athletics']"
3876,"KREBS, Richard",['GER'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3877,"NEUMANN, Otto",['GER'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3878,"STORZ, Harry",['GER'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3879,"GENTZEL, Inga K.",['SWE'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3880,"RADKE, Karoline ""Lina""",['GER'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3881,"HITOMI, Kinue",['JPN'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3882,"DOHERTY, John Kenneth",['USA'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3883,"YRJÖLÄ, Paavo Ilmari",['FIN'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3884,"JÄRVINEN, Akiles Eero Johannes",['FIN'],"[['Silver'], [2]]","[['Amsterdam', 'Los Angeles'], [1928, 1932]]",['Athletics']
3885,"CORSON, James Hunt",['USA'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3886,"KIVI, Antero Lauro",['FIN'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3887,"SVEDBERG, Ruth A.",['SWE'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3888,"KONOPACKA, Halina",['POL'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3889,"COPELAND, Lillian","['USA', 'USA']","[['Silver', 'Gold'], [1, 1]]","[['Amsterdam', 'Los Angeles'], [1928, 1932]]","['Athletics', 'Athletics']"
3890,"BLACK, Edmund Franklin",['USA'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3891,"O'CALLAGHAN, Patrick",['IRL'],"[['Gold'], [2]]","[['Amsterdam', 'Los Angeles'], [1928, 1932]]",['Athletics']
3892,"SKIÖLD, Ossian E.",['SWE'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3893,"MENARD, Claude Charles",['FRA'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3894,"KING, Robert Wade",['USA'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3895,"HEDGES, Benjamen Van Doren",['USA'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3896,"WILEY, Mildred Olive",['USA'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3897,"CATHERWOOD, Ethel",['CAN'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3898,"GISOLF, Carolina Anna",['NED'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3899,"SUNDE, Olav",['NOR'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3900,"LUNDQVIST, Erik H.",['SWE'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3901,"SZEPES-STRAUCH, Bela",['HUN'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3902,"BATES, Alfred Hilborn",['USA'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3903,"HAMM, Edward Barton",['USA'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3904,"CATOR, Silvio M.",['HAI'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3905,"MARTTELIN, Martti B.",['FIN'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3906,"EL OUAFI, BoughÃ©ra Mohamed",['FRA'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3907,"PLAZA REYES, Manuel",['CHI'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3908,"MCGINNIS, Charles English",['USA'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3909,"CARR, Sabin William",['USA'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3910,"DROEGEMUELLER, William Herbert",['USA'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3911,"HIRSCHFELD, Emil",['GER'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3912,"KUCK, John H.",['USA'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3913,"BRIX, Herman Harold",['USA'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3914,"ODA, Mikio",['JPN'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3915,"CASEY, Levi B.",['USA'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Athletics']
3916,"CAVAGNOLI, Carlo",['ITA'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Boxing']
3917,"KOCSIS, Antal",['HUN'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Boxing']
3918,"APELL, Armand",['FRA'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Boxing']
3919,"MICHAELSEN, Michael Jacob",['DEN'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Boxing']
3920,"RODRIGUEZ JURADO, Arturo",['ARG'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Boxing']
3921,"RAMM, Nils Arvid",['SWE'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Boxing']
3922,"ISAACS, Harry",['RSA'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Boxing']
3923,"TAMAGNINI, Vittorio",['ITA'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Boxing']
3924,"DALEY, John Lawrence",['USA'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Boxing']
3925,"DEVINE, Harold George",['USA'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Boxing']
3926,"VAN KLAVEREN, Lambertus",['NED'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Boxing']
3927,"PERALTA, Victor",['ARG'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Boxing']
3928,"BERGGREN, Gunnar A. E.",['SWE'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Boxing']
3929,"ORLANDI, Carlo",['ITA'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Boxing']
3930,"HALAIKO, Stephen Michael",['USA'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Boxing']
3931,"SMILLIE, Raymond",['CAN'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Boxing']
3932,"MORGAN, Edward",['NZL'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Boxing']
3933,"LANDINI, Raul",['ARG'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Boxing']
3934,"STEYAERT, Léonard",['BEL'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Boxing']
3935,"TOSCANI, Piero",['ITA'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Boxing']
3936,"HERMANEK, Jan",['TCH'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Boxing']
3937,"MILJON, Karel Leendert",['NED'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Boxing']
3938,"AVENDANO, Victor",['ARG'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Boxing']
3939,"PISTULLA, Ernst",['GER'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Boxing']
3940,"CARLSSON, Gösta V.",['SWE'],"[['Bronze'], [2]]","[['Amsterdam'], [1928]]",['Cycling']
3941,"HANSEN, Henry Peter Christian","['DEN', 'DEN']","[['Silver', 'Gold'], [1, 2]]","[['Los Angeles', 'Amsterdam'], [1932, 1928]]","['Cycling', 'Cycling']"
3942,"SOUTHALL, Frank William","['GBR', 'GBR']","[['Silver', 'Bronze'], [2, 1]]","[['Amsterdam', 'Los Angeles'], [1928, 1932]]","['Cycling', 'Cycling']"
3943,"JANSSON, Erik",['SWE'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Cycling']
3944,"JOHNSSON, E. Georg",['SWE'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Cycling']
3945,"JÖRGENSEN, Oving Orla",['DEN'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Cycling']
3946,"NIELSEN, Leo","['DEN', 'DEN']","[['Silver', 'Gold'], [1, 1]]","[['Los Angeles', 'Amsterdam'], [1932, 1928]]","['Cycling', 'Cycling']"
3947,"LAUTERWASSER, John Jacob",['GBR'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Cycling']
3948,"MIDDLETON, John Kenneth",['GBR'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Cycling']
3949,"BEAUFRAND, Roger",['FRA'],"[['Gold'], [2]]","[['Amsterdam'], [1928]]",['Cycling']
3950,"MAZAIRAC, Antonius Hendrikus",['NED'],"[['Silver'], [2]]","[['Amsterdam'], [1928]]",['Cycling']
3951,"GRAY, Edgar Laurence","['AUS', 'AUS']","[['Gold', 'Bronze'], [1, 1]]","[['Los Angeles', 'Amsterdam'], [1932, 1928]]","['Cycling', 'Cycling']"
3952,"BERNHARDT, Hans",['GER'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Cycling']
3953,"KÖTHER, Karl",['GER'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Cycling']
3954,"LEENE, Bernardus Petrus","['NED', 'NED']","[['Silver', 'Gold'], [1, 1]]","[['Berlin', 'Amsterdam'], [1936, 1928]]","['Cycling', 'Cycling']"
3955,"VAN DIJK, Daniel (Daan)",['NED'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Cycling']
3956,"CHAMBERS, Ernest Henry",['GBR'],"[['Silver'], [2]]","[['Amsterdam', 'Los Angeles'], [1928, 1932]]",['Cycling']
3957,"SIBBIT, John Ephraim",['GBR'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Cycling']
3958,"SOUTHALL, Michael George",['GBR'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Cycling']
3959,"WYLD, Leonard Arthur",['GBR'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Cycling']
3960,"WYLD, Percy",['GBR'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Cycling']
3961,"CATTANEO, Marco",['ITA'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Cycling']
3962,"FACCIANI, Cesare",['ITA'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Cycling']
3963,"LUSIANI, Mario",['ITA'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Cycling']
3964,"TASSELLI, Luigi",['ITA'],"[['Gold'], [1]]","[['Amsterdam'], [1928]]",['Cycling']
3965,"BRASPENNIN, Adriaan Jacobus",['NED'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Cycling']
3966,"MAAS, Johannes Leonardus",['NED'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Cycling']
3967,"PIJNENBURG, Johannes Baptist Norbertus",['NED'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Cycling']
3968,"VAN DER HORST, Pieter M.",['NED'],"[['Silver'], [1]]","[['Amsterdam'], [1928]]",['Cycling']
3969,"OLSON, Ragnar","['SWE', 'SWE']","[['Silver', 'Bronze'], [1, 1]]","[['Amsterdam', 'Amsterdam'], [1928, 1928]]","['Equestrian', 'Equestrian']"
3970,"VON LANGEN, Carl-Friedrich",['GER'],"[['Gold'], [2]]","[['Amsterdam'], [1928]]",['Equestrian']
3971,"MARION, Charles Louis Pierre","['FRA', 'FRA']","[['Silver', 'Gold'], [2, 1]]","[['Amsterdam', 'Los Angeles', 'Los Angeles'], [1928, 1932, 1932]]","['Equestrian', 'Equestrian']"
3972,"LE HEUX, Gerard Willem",['NED'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Equestrian']
3973,"VAN REEDE, Jan Hermannus",['NED'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Equestrian']
3974,"VERSTEEGH, Pierre Marie Robert",['NED'],"[['Bronze'], [1]]","[['Amsterdam'], [1928]]",['Equestrian']
