,Holding City,Date,Sport,Major,Participant,Country,Gender,Event,Event_G,Medal
24566,Sydney,2000,Hockey,Hockey,"GAMBERO, Ana",ARG,Women,hockey,W,Silver
24567,Sydney,2000,Hockey,Hockey,"GARCIA, Agustina",ARG,Women,hockey,W,Silver
24568,Sydney,2000,Hockey,Hockey,"HERNANDEZ, Maria de la Paz",ARG,Women,hockey,W,Silver
24569,Sydney,2000,Hockey,Hockey,"MAIZTEGUI, Laura",ARG,Women,hockey,W,Silver
24570,Sydney,2000,Hockey,Hockey,"MARGALOT, Mercedes",ARG,Women,hockey,W,Silver
24571,Sydney,2000,Hockey,Hockey,"MASOTTA, Paula Karina",ARG,Women,hockey,W,Silver
24572,Sydney,2000,Hockey,Hockey,"ONETO, Vanina Paula",ARG,Women,hockey,W,Silver
24573,Sydney,2000,Hockey,Hockey,"RIMOLDI PUIG, Jorgelina",ARG,Women,hockey,W,Silver
24574,Sydney,2000,Hockey,Hockey,"ROGNONI, Maria Cecilia",ARG,Women,hockey,W,Silver
24575,Sydney,2000,Hockey,Hockey,"STEPNIK, Ayelen Iara",ARG,Women,hockey,W,Silver
24576,Sydney,2000,Hockey,Hockey,"VUKOJICIC, Paola",ARG,Women,hockey,W,Silver
24580,Sydney,2000,Judo,Judo,"BROULETOVA, Lioubov",RUS,Women,- 48kg (extra-lightweight),W,Silver
24584,Sydney,2000,Judo,Judo,"JUNG, Bu-Kyung",KOR,Men,- 60 kg,M,Silver
24588,Sydney,2000,Judo,Judo,"SHINOHARA, Shinichi",JPN,Men,+ 100kg (heavyweight),M,Silver
24592,Sydney,2000,Judo,Judo,"BELTRAN, Daima Mayelis",CUB,Women,+ 78kg (heavyweight),W,Silver
24596,Sydney,2000,Judo,Judo,"NARAZAKI, Noriko",JPN,Women,48 - 52kg (half-lightweight),W,Silver
24600,Sydney,2000,Judo,Judo,"GONZALEZ, Driulys",CUB,Women,52 - 57kg (lightweight),W,Silver
24604,Sydney,2000,Judo,Judo,"LI, Shufang",CHN,Women,57 - 63kg (half-middleweight),W,Silver
24608,Sydney,2000,Judo,Judo,"BENBOUDAOUD, Larbi",FRA,Men,60 - 66kg (half-lightweight),M,Silver
24612,Sydney,2000,Judo,Judo,"HOWEY, Kate",GBR,Women,63 - 70kg (middleweight),W,Silver
24616,Sydney,2000,Judo,Judo,"CAMILO, Tiago",BRA,Men,66 - 73kg (lightweight),M,Silver
24620,Sydney,2000,Judo,Judo,"LEBRUN, Celine",FRA,Women,70 - 78kg (half-heavyweight),W,Silver
24624,Sydney,2000,Judo,Judo,"CHO, In-Chul",KOR,Men,73 - 81kg (half-middleweight),M,Silver
24628,Sydney,2000,Judo,Judo,"HONORATO, Carlos",BRA,Men,81 - 90kg (middleweight),M,Silver
24632,Sydney,2000,Judo,Judo,"GILL, Nicolas",CAN,Men,90 - 100kg (half-heavyweight),M,Silver
24635,Sydney,2000,Modern Pentathlon,Modern Pentath.,"BALOGH, Gabor",HUN,Men,Individual competition,M,Silver
24638,Sydney,2000,Modern Pentathlon,Modern Pentath.,"DE RIEL, Emily",USA,Women,Individual competition,W,Silver
24643,Sydney,2000,Rowing,Rowing,"BEA, Sebastian",USA,Men,coxless pair (2-),M,Silver
24644,Sydney,2000,Rowing,Rowing,"MURPHY, Edward",USA,Men,coxless pair (2-),M,Silver
24649,Sydney,2000,Rowing,Rowing,"BEKKEN, Fredrik",NOR,Men,double sculls (2x),M,Silver
24650,Sydney,2000,Rowing,Rowing,"TUFTE, Olaf",NOR,Men,double sculls (2x),M,Silver
24655,Sydney,2000,Rowing,Rowing,"VAN DISHOECK, Pieta",NED,Women,double sculls (2x),W,Silver
24656,Sydney,2000,Rowing,Rowing,"VAN NES, Eeke",NED,Women,double sculls (2x),W,Silver
24675,Sydney,2000,Rowing,Rowing,"BURKE, Daniel",AUS,Men,eight with coxswain (8+),M,Silver
24676,Sydney,2000,Rowing,Rowing,"FERNANDEZ, Jaime",AUS,Men,eight with coxswain (8+),M,Silver
24677,Sydney,2000,Rowing,Rowing,"GORDON, Alastair",AUS,Men,eight with coxswain (8+),M,Silver
24678,Sydney,2000,Rowing,Rowing,"HAYMAN, Brett",AUS,Men,eight with coxswain (8+),M,Silver
24679,Sydney,2000,Rowing,Rowing,"JAHRLING, Rob",AUS,Men,eight with coxswain (8+),M,Silver
24680,Sydney,2000,Rowing,Rowing,"MCKAY, Mike",AUS,Men,eight with coxswain (8+),M,Silver
24681,Sydney,2000,Rowing,Rowing,"PORZIG, Nicholas",AUS,Men,eight with coxswain (8+),M,Silver
24682,Sydney,2000,Rowing,Rowing,"RYAN, Christian",AUS,Men,eight with coxswain (8+),M,Silver
24683,Sydney,2000,Rowing,Rowing,"WELCH, Stuart",AUS,Men,eight with coxswain (8+),M,Silver
24702,Sydney,2000,Rowing,Rowing,"APPELDOORN, Tessa",NED,Women,eight with coxswain (8+),W,Silver
24703,Sydney,2000,Rowing,Rowing,"BEEK TER, Carin",NED,Women,eight with coxswain (8+),W,Silver
24704,Sydney,2000,Rowing,Rowing,"MEIJER, Elien",NED,Women,eight with coxswain (8+),W,Silver
24705,Sydney,2000,Rowing,Rowing,"PENNINX, Nelleke",NED,Women,eight with coxswain (8+),W,Silver
24706,Sydney,2000,Rowing,Rowing,"QUIK, Martijntje",NED,Women,eight with coxswain (8+),W,Silver
24707,Sydney,2000,Rowing,Rowing,"VAN DISHOECK, Pieta",NED,Women,eight with coxswain (8+),W,Silver
24708,Sydney,2000,Rowing,Rowing,"VAN NES, Eeke",NED,Women,eight with coxswain (8+),W,Silver
24709,Sydney,2000,Rowing,Rowing,"VENEMA, Anneke",NED,Women,eight with coxswain (8+),W,Silver
24710,Sydney,2000,Rowing,Rowing,"WESTERHOF, Marieke",NED,Women,eight with coxswain (8+),W,Silver
24719,Sydney,2000,Rowing,Rowing,"CARBONCINI, Lorenzo",ITA,Men,four without coxswain (4-),M,Silver
24720,Sydney,2000,Rowing,Rowing,"DEI ROSSI, Riccardo",ITA,Men,four without coxswain (4-),M,Silver
24721,Sydney,2000,Rowing,Rowing,"MOLEA, Walter",ITA,Men,four without coxswain (4-),M,Silver
24722,Sydney,2000,Rowing,Rowing,"MORNATI, Carlo",ITA,Men,four without coxswain (4-),M,Silver
24731,Sydney,2000,Rowing,Rowing,"BALMFORTH, Darren",AUS,Men,lightweight coxless four (4-),M,Silver
24732,Sydney,2000,Rowing,Rowing,"BURGESS, Simon",AUS,Men,lightweight coxless four (4-),M,Silver
24733,Sydney,2000,Rowing,Rowing,"EDWARDS, Anthony",AUS,Men,lightweight coxless four (4-),M,Silver
24734,Sydney,2000,Rowing,Rowing,"RICHARDS, Robert",AUS,Men,lightweight coxless four (4-),M,Silver
24739,Sydney,2000,Rowing,Rowing,"LUINI, Elia",ITA,Men,lightweight double sculls (2x),M,Silver
24740,Sydney,2000,Rowing,Rowing,"PETTINARI, Leonardo",ITA,Men,lightweight double sculls (2x),M,Silver
24745,Sydney,2000,Rowing,Rowing,"BLASBERG, Claudia",GER,Women,lightweight double sculls (2x),W,Silver
24746,Sydney,2000,Rowing,Rowing,"VIEHOFF, Valerie",GER,Women,lightweight double sculls (2x),W,Silver
24751,Sydney,2000,Rowing,Rowing,"SLATTER, Kate Elizabeth",AUS,Women,pair without coxswain (2-),W,Silver
24752,Sydney,2000,Rowing,Rowing,"TAYLOR, Rachael",AUS,Women,pair without coxswain (2-),W,Silver
24761,Sydney,2000,Rowing,Rowing,"BARTMAN, Michiel",NED,Men,quadruple sculls without coxswain (4x),M,Silver
24762,Sydney,2000,Rowing,Rowing,"LIPPITS, Dirk",NED,Men,quadruple sculls without coxswain (4x),M,Silver
24763,Sydney,2000,Rowing,Rowing,"SIMON, Diederik",NED,Men,quadruple sculls without coxswain (4x),M,Silver
24764,Sydney,2000,Rowing,Rowing,"VERBERNE, Jochem",NED,Men,quadruple sculls without coxswain (4x),M,Silver
24773,Sydney,2000,Rowing,Rowing,"BATTEN, Guin",GBR,Women,quadruple sculls without coxswain (4x),W,Silver
24774,Sydney,2000,Rowing,Rowing,"BATTEN, Miriam",GBR,Women,quadruple sculls without coxswain (4x),W,Silver
24775,Sydney,2000,Rowing,Rowing,"GRAINGER, Katherine",GBR,Women,quadruple sculls without coxswain (4x),W,Silver
24776,Sydney,2000,Rowing,Rowing,"LINDSAY, Gillian Anne",GBR,Women,quadruple sculls without coxswain (4x),W,Silver
24779,Sydney,2000,Rowing,Rowing,"MUELLER, Xeno",SUI,Men,single sculls (1x),M,Silver
24782,Sydney,2000,Rowing,Rowing,"NEYKOVA, Rumyana",BUL,Women,single sculls (1x),W,Silver
24787,Sydney,2000,Sailing,Sailing,"FOERSTER, Paul",USA,Men,470 - Two Person Dinghy,M,Silver
24788,Sydney,2000,Sailing,Sailing,"MERRICK, Robert",USA,Men,470 - Two Person Dinghy,M,Silver
24793,Sydney,2000,Sailing,Sailing,"GLASER, Sarah",USA,Women,470 - Two Person Dinghy,W,Silver
24794,Sydney,2000,Sailing,Sailing,"ISLER, Jennifer",USA,Women,470 - Two Person Dinghy,W,Silver
24799,Sydney,2000,Sailing,Sailing,"BARKER, Ian",GBR,Men,49er - Skiff,X,Silver
24800,Sydney,2000,Sailing,Sailing,"HISCOCKS, Simon",GBR,Men,49er - Skiff,X,Silver
24803,Sydney,2000,Sailing,Sailing,"ESPINOLA, Carlos",ARG,Men,board (Mistral),M,Silver
24806,Sydney,2000,Sailing,Sailing,"LUX, Amelie",GER,Women,board (Mistral),W,Silver
24813,Sydney,2000,Sailing,Sailing,"BAHR, Gunnar",GER,Men,fleet/match race keelboat open (Soling),X,Silver
24814,Sydney,2000,Sailing,Sailing,"BORKOWSKI, Ingo",GER,Men,fleet/match race keelboat open (Soling),X,Silver
24815,Sydney,2000,Sailing,Sailing,"SCHÜMANN, Jochen",GER,Men,fleet/match race keelboat open (Soling),X,Silver
24818,Sydney,2000,Sailing,Sailing,"MATTHIJSSE, Margriet",NED,Women,single-handed dinghy (Europe),W,Silver
24821,Sydney,2000,Sailing,Sailing,"DEVOTI, Luca",ITA,Men,single-handed dinghy (Finn),M,Silver
24824,Sydney,2000,Sailing,Sailing,"SCHEIDT, Robert",BRA,Men,single-handed dinghy open (Laser),X,Silver
24829,Sydney,2000,Sailing,Sailing,"BUNDOCK, Darren",AUS,Men,Tornado - Multihull,X,Silver
24830,Sydney,2000,Sailing,Sailing,"FORBES, John",AUS,Men,Tornado - Multihull,X,Silver
24835,Sydney,2000,Sailing,Sailing,"COVELL, Mark",GBR,Men,two-person keelboat open (Star),X,Silver
24836,Sydney,2000,Sailing,Sailing,"WALKER, Ian",GBR,Men,two-person keelboat open (Star),X,Silver
24839,Sydney,2000,Shooting,Shooting,"SEKARIC, Jasna",YUG,Women,10m air pistol (40 shots),W,Silver
24842,Sydney,2000,Shooting,Shooting,"WANG, Yifu",CHN,Men,10m air pistol (60 shots),M,Silver
24845,Sydney,2000,Shooting,Shooting,"KANG, Cho-Hyun",KOR,Women,10m air rifle (40 shots),W,Silver
24848,Sydney,2000,Shooting,Shooting,"KHADJIBEKOV, Artem",RUS,Men,10m air rifle (60 shots),M,Silver
24851,Sydney,2000,Shooting,Shooting,"MOLDOVAN, Oleg",MDA,Men,10m running target (30+30 shots),M,Silver
24854,Sydney,2000,Shooting,Shooting,"TAO, Luna",CHN,Women,25m pistol (30+30 shots),W,Silver
24857,Sydney,2000,Shooting,Shooting,"ANSERMET, Michel",SUI,Men,25m rapid fire pistol (60 shots),M,Silver
24860,Sydney,2000,Shooting,Shooting,"BASINSKI, Igor",BLR,Men,50m pistol (60 shots),M,Silver
24863,Sydney,2000,Shooting,Shooting,"GOLDOBINA, Tatiana",RUS,Women,50m rifle 3 positions (3x20 shots),W,Silver
24866,Sydney,2000,Shooting,Shooting,"HIRVI, Juha",FIN,Men,50m rifle 3 positions (3x40 shots),M,Silver
24869,Sydney,2000,Shooting,Shooting,"GRIMMEL, Torben",DEN,Men,50m rifle prone (60 shots),M,Silver
24872,Sydney,2000,Shooting,Shooting,"GELISIO, Deborah",ITA,Women,double trap (120 targets),W,Silver
24875,Sydney,2000,Shooting,Shooting,"MARK, Russell",AUS,Men,double trap (150 targets),M,Silver
24878,Sydney,2000,Shooting,Shooting,"MALEK, Petr",CZE,Men,skeet (125 targets),M,Silver
24881,Sydney,2000,Shooting,Shooting,"DEMINA, Svetlana",RUS,Women,skeet (75 targets),W,Silver
24884,Sydney,2000,Shooting,Shooting,"PEEL, Ian",GBR,Men,trap (125 targets),M,Silver
24887,Sydney,2000,Shooting,Shooting,"RACINET, Delphine",FRA,Women,trap (75 targets),W,Silver
24918,Sydney,2000,Softball,Softball,"ANDO, Misako",JPN,Women,softball,W,Silver
24919,Sydney,2000,Softball,Softball,"FUJII, Yumiko",JPN,Women,softball,W,Silver
24920,Sydney,2000,Softball,Softball,"ISHIKAWA, Taeko",JPN,Women,softball,W,Silver
24921,Sydney,2000,Softball,Softball,"ITO, Kazue",JPN,Women,softball,W,Silver
24922,Sydney,2000,Softball,Softball,"KOBAYASHI, Yoshimi",JPN,Women,softball,W,Silver
